"Date","BRG1665","BRG1666","BRG1667","BRG1668","BRG1669","BRG1670","BRG1671","BRG1672","BRG1673","BRG1674","BRG1675","BRG1676","BRG1677","BRG1678","BRG1679","BRG1680","BRG1681","BRG1682","BRG1683","BRG1684","BRG1685","BRG1686","BRG1687","BRG1688","BRG1689","BRG1690","BRG1691","Total","year","year_month"
2018-08-01,187.25,1440.41,58.52,2431.98,414.59,3466.57,652.77,181.02,564.89,262.34,376.89,309.95,650.72,575.66,549.36,243.78,147.83,208.67,177.42,19.33,290.52,58.13,16.73,930.74,4121.27,120.46,188.86,590.39,2018,"2018-08"
2018-09-01,93.88,772.36,51.09,2045.03,282.04,2129.05,313.77,46.46,277.9,142.87,178.14,176.07,339.76,483.34,301.08,99.91,79.77,139.19,93.43,13.51,109.41,42.72,11.41,278.21,1602.3,60.86,75.58,291.58,2018,"2018-09"
2018-10-01,86.33,457.44,39.6,2121.94,259.55,1590.91,208.81,19.19,132.14,136.93,190.33,150.24,336.15,446.11,186.18,108.84,66.49,119.81,53.2,11.56,111.04,20.53,15.61,126.38,1562.66,44.24,64.39,253.89,2018,"2018-10"
2018-11-01,90.65,666.5,34.33,1776.49,182.71,1243.95,320.4,90.34,305.69,114.39,185.07,139.99,297.92,408.79,209.77,126.25,62.04,133.82,89.84,9.81,137.15,52.19,18.1,371.77,1260.1,35.76,118.5,259.17,2018,"2018-11"
2018-12-01,67.98,565.58,30.89,1463.16,165.64,1351.54,271.58,69.73,263.71,83.6,148.23,100.09,265.36,278.6,204.61,64.86,51.11,85.94,86.66,8.03,99.22,39.69,17.68,264.24,1479.1,35.65,71.78,223.63,2018,"2018-12"
2019-01-01,131.75,847.56,69.28,2742.01,310.3,2489.27,496.02,114.49,458.39,166.66,236.7,170.6,439.32,545.78,377.11,113.07,95.52,151.56,155.87,15.2,185.15,63.26,23.81,500.53,2682.87,70.42,149.58,400.48,2019,"2019-01"
2019-02-01,116.16,728.18,54.77,2320.51,252.14,1956.23,320.11,91.55,257.43,141.37,161.61,137.15,338.69,469.27,309.01,107.19,73.74,119.8,92.47,11.71,166.18,49.11,13.89,435.76,1849.46,56.24,107.07,307,2019,"2019-02"
2019-03-01,90.07,316.01,38.01,2495.63,227.53,1685.12,262.53,61.11,86.35,115.51,159.7,135.37,330.95,394.69,223.85,111.53,66.81,91.05,82.06,10.45,128.18,27.53,13.2,241.23,1476.12,58.89,85.05,259.94,2019,"2019-03"
2019-04-01,126.16,674.72,32.97,2142.33,265.52,2488.04,319.73,101.33,348.58,137.13,212.35,174.57,331.54,372,376.96,105.5,87.42,137.89,100.22,13.65,164.68,63.16,13.2,469.64,2013.64,69.66,119.3,326.76,2019,"2019-04"
2019-05-01,115.91,927.78,34.75,2016.32,318.09,2401.84,521.93,104.43,351.17,104.42,212.35,155.38,338.66,392.44,340.37,116.04,89.09,107.49,124.64,13.63,165.3,64.65,16.48,442.18,2094.99,73.77,108.8,340.81,2019,"2019-05"
2019-06-01,120.93,681.55,45.46,1745.23,201.3,2003.41,364.44,87.38,85.8,90.23,148.73,111.41,234.37,376.26,249.31,88.25,58.72,99.31,138.41,10.1,155.5,50.36,8.41,402.86,1664.27,44.25,92.62,264.31,2019,"2019-06"
2019-07-01,123.32,837.78,48.4,2029.06,337.11,2528.71,448.23,105.72,302.22,145.21,202.94,169.57,339.52,466.45,417.69,124.22,95.12,151.07,174.46,15.11,177.63,51.52,11.71,476.78,2798.37,72.66,100.33,384,2019,"2019-07"
2019-08-01,118.69,418.74,56.02,1746.54,381.03,1784.46,292.75,23.88,71.07,135.09,160.85,169.2,309.12,438.57,418.56,145.86,83.62,120.71,119.29,15.35,149.23,31.96,13.35,157.53,1909.07,75.25,82.33,308.71,2019,"2019-08"
2019-09-01,73.86,103.3,36.41,1495.06,303.9,901.94,32.41,3.78,15.2,80.53,112.89,106.89,231.65,289.08,421.86,111.85,35.02,64.71,39.64,9.63,98.37,20,14.88,40.4,922.83,61.29,49.92,184.52,2019,"2019-09"
2019-10-01,30.9,94.26,9.99,1097.51,256.23,297.47,7.35,0.93,4.26,35.2,107.47,78.3,171.12,178.92,270.92,125.15,18.94,37.35,8.46,4.05,80.74,10.96,18.48,19.76,545.25,35.88,38.16,127.58,2019,"2019-10"
2019-11-01,12.12,63.41,5.27,548.76,121.75,102.68,2.94,0.2,1.6,10.86,46.15,26.4,52.8,70.66,108.58,69.71,6.16,20.08,2.31,1.69,27.84,5.86,12.81,16.22,193.28,10.95,21.18,53.46,2019,"2019-11"
2019-12-01,1.17,14.94,2.25,275.36,59.15,58.16,44.56,3.75,0.78,4.45,18.53,11.75,22.23,33.7,34.29,30.22,5.37,7.9,21.86,0.4,13.66,1.61,11.84,11.97,260.38,4.79,24.59,35.25,2019,"2019-12"
