"Date","BRG1665","BRG1666","BRG1667","BRG1668","BRG1669","BRG1670","BRG1671","BRG1672","BRG1673","BRG1674","BRG1675","BRG1676","BRG1677","BRG1678","BRG1679","BRG1680","BRG1681","BRG1682","BRG1683","BRG1684","BRG1685","BRG1686","BRG1687","BRG1688","BRG1689","BRG1690","BRG1691","Total","year","year_month"
2017-09-01,174.53,1259.1,400.88,798.16,479.79,3573.59,547.68,145.88,642.69,271.72,1608.08,220.68,103.65,605.13,466.66,175.12,42.57,730.83,206.96,19.43,47.15,31.29,214.35,757.08,246.89,1877.75,191.57,551.49,2017,"2017-09"
2017-10-01,80.68,699.36,211.29,303.27,253.91,2124.68,372.99,98.87,305.78,126.3,904.39,118.05,66.36,361.78,244.31,99.58,22.96,430.59,124.95,8.07,43.42,30.95,126.63,455.01,118.82,1118.93,129.3,317.43,2017,"2017-10"
2017-11-01,85.96,644.22,237.13,322.17,239.66,2178.55,300.49,99.72,297.62,112.13,787.44,125.76,65.31,297.71,228.11,92.41,22.09,443.11,107.48,7.8,30.19,30.28,121.07,459.33,129.82,1052.96,112.05,296.5,2017,"2017-11"
2017-12-01,63.56,429.54,144.09,218,164.09,1580.09,225.59,76.6,219.82,53.73,630.33,98.56,49.46,229.36,144.81,80.23,10.62,311.55,109.82,6.13,20.42,28.77,97.28,305.47,89.15,919.97,77.29,230.78,2017,"2017-12"
2018-01-01,85,728.56,271.38,323.72,292.38,2593.89,473.36,96.7,450.79,116.61,1433.78,184.4,78.47,356.38,254,108.26,26.38,557.31,146.62,8.3,39.59,48.51,136.18,571.8,118.07,1429.13,156.79,386.12,2018,"2018-01"
2018-02-01,72.79,605.22,217,277.46,229.86,1862.58,219.19,84.24,315.88,101.39,1168.33,149.21,59.37,292.34,229.34,86.54,19.03,447.64,101.18,7.07,35.28,81.07,116.88,545.33,95.85,1088.27,109.51,307.16,2018,"2018-02"
2018-03-01,85.97,682.3,895.97,244.72,249.5,2103.57,345.22,104.87,379.6,119.78,1367.57,153.68,77.65,341.7,279.51,100.16,20.77,492.22,136.6,7.99,46.71,511.47,132.07,558.51,103.63,1348.86,130,419.54,2018,"2018-03"
2018-04-01,93.74,729.53,1486.34,303.26,290.74,2577.13,428.09,118.15,383.98,146.88,1542.7,153.43,75.23,386.49,299.07,131.67,23.32,529.62,159.85,9.14,43.29,355.62,152.04,614.39,127.9,1456.07,137.89,468.24,2018,"2018-04"
2018-05-01,76.42,703.82,591.49,264.62,259.53,2302.93,352.47,115.54,325.17,128.37,1402.51,132.35,67.63,339.8,294.35,107.46,20.31,490.72,163.52,9.11,48.05,154.03,128.61,627.72,109.67,1541.28,129.69,403.82,2018,"2018-05"
2018-06-01,75.4,633.26,900.07,254.88,223.97,2541.78,383.31,110.78,309,112.14,1203.63,139.56,65.15,341.39,281.05,114.26,20.83,487.76,283.18,8.43,44.86,114.33,143.4,532.88,130.35,1438.57,110.62,410.89,2018,"2018-06"
2018-07-01,128.46,1949.95,5169.65,448.24,459.17,3869.13,572.77,218.65,508.56,202,2827.94,195.73,107.21,718.35,466.55,212,27.89,962.98,259.88,14.7,242.01,141.78,361.82,879.44,204.6,2795.95,127.47,903.03,2018,"2018-07"
2018-08-01,253.02,2156.07,3596.08,691.68,694.85,6643.45,906.88,327.84,1011.91,461.38,4163.08,354.99,195.27,1296.97,863.45,516.86,41.15,1854.83,378.38,19.7,185.51,74.55,647.91,1560.65,410.4,3930.41,252.97,1256.33,2018,"2018-08"
2018-09-01,74.31,964.89,1085.26,372.38,350.32,2558.05,438.12,190.62,392.41,159.16,1963.15,205.28,71.32,409.8,506.79,221.71,22.41,561.69,160.64,9.04,64.41,46.82,188.97,564.53,180.8,1648.12,107.9,500.46,2018,"2018-09"
2018-10-01,68.89,770.35,608.67,314.18,317.44,2153.63,385.11,157.32,371.14,149.02,1540.57,155.8,74.81,363.67,364.93,156.11,24,586.75,113.45,10.68,48.05,136.26,170.86,590.16,267.99,1421.69,111.6,427.21,2018,"2018-10"
2018-11-01,59.08,699.91,376.82,286.15,268.75,2230.75,350.86,157.12,315.21,125.93,1094.97,146.4,66.64,363.82,283.48,113.23,22.18,757.67,92.22,9.37,37.38,140.51,177.53,579.62,267.99,1225.65,102.51,371.43,2018,"2018-11"
2018-12-01,43.87,1471.31,264.69,181.44,182.59,1696.42,282.6,137.07,239.37,82.23,811.51,102.01,54.8,239.27,210.39,80.49,15.16,466.74,76.48,7.24,30.73,99.83,106.34,394.95,95.9,973.41,68.92,276.79,2018,"2018-12"
2019-01-01,89.92,766.17,364.61,344.21,304.27,2307.5,420.86,175.25,404.53,151.78,1274.56,184.22,82.08,442.75,349.51,124.67,25.47,732.91,132.3,10.86,66.79,125.5,155.54,590.04,162.75,1574.59,118.36,423.11,2019,"2019-01"
2019-02-01,94.96,812.93,344.54,319.58,269.34,1979.06,384.98,176.33,355.15,132.27,1201.48,155.08,68.85,602.38,352.84,112.69,21.77,793.96,120.04,9.68,36.96,85.52,141.84,988.22,120.96,1681.7,96.75,421.46,2019,"2019-02"
2019-03-01,96.78,701.17,387.69,283.75,268.88,1816.17,371.84,177.8,381.4,136.44,1200.95,157.31,76.39,514.5,312.03,125.02,21.48,841.23,124.04,9.33,36.66,70.81,150.57,1179.32,117.61,2369.75,97.19,477.17,2019,"2019-03"
2019-04-01,103.74,839.01,361.49,307.08,320.76,2053.9,433.57,168.43,413.59,184.15,1412.82,185.05,87.69,461.72,368.13,118.84,22.09,860.5,119.46,11.16,45,81.7,173.7,1547.72,130.72,1837.91,143.25,472.63,2019,"2019-04"
2019-05-01,91.26,925.73,302.81,281.84,309.52,1947.92,507.1,176.42,406.49,169.33,1560.45,175.73,87.37,429.41,348.89,116.5,24.05,830.13,139.55,10.05,47.94,82.39,162.94,968.21,148.9,2066.13,135.78,476.65,2019,"2019-05"
2019-06-01,81.82,679.23,284.12,277.01,228.76,1841.51,390.89,126.14,302.81,138.22,1367.86,140.63,67.19,507.77,269.67,88.55,22.41,668.55,118.47,8.41,40.55,34.07,141.45,717.67,92.08,2555.73,115.96,443.33,2019,"2019-06"
2019-07-01,116.27,923.73,310.4,294.42,386.2,2380.82,450.78,306.69,415.08,169.14,1562.59,203.83,90.61,544.22,365.7,130.93,28.46,826.56,158.93,13.54,43.03,42.44,177.08,899.2,147.81,11953.93,114.6,1145.49,2019,"2019-07"
2019-08-01,111.63,2474.27,338.97,486.33,1558.27,3511.42,2087.54,959.59,1049.28,309.18,4403.87,315.08,147.96,806.81,758.02,783.4,63.35,2804.81,326.03,39.7,61.18,68.84,249.34,1904.97,371.38,13804.74,203.08,1889.37,2019,"2019-08"
2019-09-01,119.84,2870.77,357.56,546.8,1198.77,4242.84,1209.07,435.47,1139.66,422.77,6179.38,441.92,181.09,1271.17,1188.8,845.14,102.86,2547.34,398.46,38.39,78.27,78.12,282.65,1826.28,371.95,6212.11,218.09,1435.97,2019,"2019-09"
2019-10-01,182.52,2400.98,401,699.72,1303.31,3082.78,814.48,195.37,859.86,325.64,3191.16,341.24,195.78,2809.33,814.47,340.05,72.95,1962.38,316.3,27.92,98.49,149.45,393.05,1903.36,303.75,3733.83,202.57,1075.68,2019,"2019-10"
2019-11-01,238.43,4337.8,421.69,816,939.79,9510.7,701.79,201.35,889.75,502.42,2710.6,328.18,217.25,1498.5,1438.56,349.28,182.24,1567.47,438.93,55.65,75.26,92.67,443.12,3003.45,705.41,2374.84,222.97,1070.86,2019,"2019-11"
2019-12-01,134.73,1690.24,240.4,415.38,388.11,3993.38,487.7,137.06,358.2,220.96,1373.01,193.03,104.5,976.28,502.7,178.79,57.46,816.54,167.68,19.69,41.56,86.81,242.73,948.56,242.68,1312.62,112.08,505.02,2019,"2019-12"
